broad_id	compound	moa	target	n_mito_low	n_mito_high	median_lfc_mito_low	median_lfc_mito_high	delta_lfc_low_minus_high	wilcox_p	fdr	target_text	pathway_relevance
BRD-K45861246-001-13-4	azaperone	dopamine receptor antagonist	DRD2, DRD3	14	15	-0.392406927129	-0.213173349766	-0.179233577363	0.2657465520914202	1.0	dopamine receptor antagonist drd2, drd3	other
BRD-A86414188-003-01-5	ractopamine	adrenergic receptor agonist		15	15	-0.125117270309	0.0539206908115	-0.1790379611205	0.3195059648919748	1.0	adrenergic receptor agonist 	other
BRD-K23403298-003-01-9	benzyldimethylhexadecylammonium	cationic surfactant		14	15	-0.06502402451325	0.114011224624	-0.17903524913725	0.8785934392551416	1.0	cationic surfactant 	other
BRD-K29359156-001-30-1	ebselen	cyclooxygenase inhibitor, glutathione peroxidase agonist, H+/K+-ATPase inhibitor, nitric oxide synthase inhibitor	ALB	16	15	-0.10080360366355	0.0780819875965	-0.17888559126005	0.6781060747462503	1.0	cyclooxygenase inhibitor, glutathione peroxidase agonist, h+/k+-atpase inhibitor, nitric oxide synthase inhibitor alb	other
BRD-A42628519-001-12-4	iopanic-acid	thyroid hormone inhibitor		14	13	-0.2431634862305	-0.0642837957846	-0.1788796904459	0.6447996764288364	1.0	thyroid hormone inhibitor 	other
BRD-K30159788-001-01-9	RSV604	RSV replication inhibitor		16	15	0.02434876184133	0.202902755662	-0.17855399382067	0.07209061785053761	1.0	rsv replication inhibitor 	other
BRD-K01649396-003-07-1	indatraline	norepinephrine transporter inhibitor	MAOA, MAOB	15	15	0.12268998315	0.301053268695	-0.17836328554499997	0.506914933812496	1.0	norepinephrine transporter inhibitor maoa, maob	other
BRD-K52394958-001-02-7	GR-159897	tachykinin antagonist	TAC1, TACR2	14	15	0.0984112425764	0.276529227851	-0.1781179852746	0.12129832212514398	1.0	tachykinin antagonist tac1, tacr2	other
BRD-K16542329-001-13-5	zaprinast	phosphodiesterase inhibitor	GPR35, PDE1A, PDE4D, PDE5A, PDE9A	15	15	-0.261763482016	-0.0838072709057	-0.17795621111030002	0.3400858902842717	1.0	phosphodiesterase inhibitor gpr35, pde1a, pde4d, pde5a, pde9a	other
BRD-K81326768-001-04-0	zomepirac	prostaglandin synthesis inhibitor	PTGDR2	15	15	-0.127329833276	0.0505771987845	-0.17790703206050001	0.17106923105635186	1.0	prostaglandin synthesis inhibitor ptgdr2	other
BRD-A90695733-001-07-4	manidipine	calcium channel blocker	CACNA1C, CACNA1D	15	15	-0.217682202374	-0.0403654385199	-0.1773167638541	0.9338864180775845	1.0	calcium channel blocker cacna1c, cacna1d	other
BRD-K18316707-001-02-7	O-1918	cannabinoid receptor antagonist		15	15	-0.0916561055597	0.0846890684705	-0.1763451740302	0.8034625743147712	1.0	cannabinoid receptor antagonist 	other
BRD-A22707317-001-10-8	SB-205384	GABA receptor modulator	GABRA3, GABRA5, GABRA6	15	15	-0.210654393155	-0.0348887572597	-0.1757656358953	1.0	1.0	gaba receptor modulator gabra3, gabra5, gabra6	other
BRD-A93236127-001-04-5	digitoxin	ATPase inhibitor	ATP1A1	15	15	-3.10312440134	-2.92742751975	-0.17569688158999996	0.3614963660708982	1.0	atpase inhibitor atp1a1	other
BRD-A27887842-001-04-0	prednisolone	glucocorticoid receptor agonist	NR3C1, NR3C2, SERPINA6	14	13	-0.3196503387515	-0.144562545534	-0.1750877932175	0.5768096792806785	1.0	glucocorticoid receptor agonist nr3c1, nr3c2, serpina6	other
BRD-K09416995-001-39-9	lovastatin	HMGCR inhibitor	HDAC2, HMGCR, ITGAL, NR1I2	15	15	-0.150129848103	0.0248258314129	-0.17495567951590002	0.7400217511938185	1.0	hmgcr inhibitor hdac2, hmgcr, itgal, nr1i2	other
BRD-A36010170-001-04-0	amcinonide	glucocorticoid receptor agonist	ANXA1, NR3C1	15	15	0.117497973765	0.292392344964	-0.17489437119900003	0.3614963660708982	1.0	glucocorticoid receptor agonist anxa1, nr3c1	other
BRD-A10188456-001-04-9	dexamethasone	glucocorticoid receptor agonist	ANXA1, NOS2, NR0B1, NR3C1, NR3C2	16	15	-0.0015228664915000016	0.173346393429	-0.17486925992049998	0.041778857011062445	1.0	glucocorticoid receptor agonist anxa1, nos2, nr0b1, nr3c1, nr3c2	other
BRD-A40777960-001-04-2	aminohydroxybutyric-acid			15	15	0.165349402142	0.340205005722	-0.17485560358000002	0.14657603430900068	1.0	 	other
BRD-K33127281-001-05-6	adapalene	retinoid receptor agonist	RARA, RARB, RARG, RXRA, RXRB, RXRG	15	14	-0.30124056114	-0.1264078204241	-0.17483274071589996	0.5268434347302196	1.0	retinoid receptor agonist rara, rarb, rarg, rxra, rxrb, rxrg	other
BRD-K45117373-001-02-9	Y-26763	potassium channel activator	KCNJ8	14	15	0.1009462374624	0.275740461875	-0.1747942244126	0.2657465520914202	1.0	potassium channel activator kcnj8	other
BRD-A56359832-001-11-1	zileuton	leukotriene synthesis inhibitor, lipoxygenase inhibitor	ALOX5	16	15	-0.2246026424185	-0.0501784208376	-0.1744242215809	0.1854353790670079	1.0	leukotriene synthesis inhibitor, lipoxygenase inhibitor alox5	other
BRD-K32744045-001-31-2	disulfiram	aldehyde dehydrogenase inhibitor, DNA methyltransferase inhibitor, TRPV agonist	ALDH2, DBH	15	15	-0.245742943993	-0.0713450366609	-0.1743979073321	0.5614474146848649	1.0	aldehyde dehydrogenase inhibitor, dna methyltransferase inhibitor, trpv agonist aldh2, dbh	other
BRD-K25650355-065-02-0	physostigmine	cholinesterase inhibitor	ACHE, BCHE	14	15	-0.0021522425602500048	0.171964140824	-0.17411638338425	0.15606926343164354	1.0	cholinesterase inhibitor ache, bche	other
BRD-A23067620-300-01-3	itraconazole	cytochrome P450 inhibitor	CYP51A1	15	14	0.0396125205646	0.2135900740835	-0.1739775535189	0.445008718746736	1.0	cytochrome p450 inhibitor cyp51a1	other
BRD-K11742128-003-23-4	triprolidine	histamine receptor antagonist	HRH1	15	15	0.0113349764853	0.185255923815	-0.1739209473297	0.38373262766250305	1.0	histamine receptor antagonist hrh1	other
BRD-K00521308-019-01-9	ATN-161	integrin antagonist	ITGA5, ITGAV, ITGB1, ITGB3	15	15	-0.151865738641	0.0219539012412	-0.1738196398822	0.3195059648919748	1.0	integrin antagonist itga5, itgav, itgb1, itgb3	other
BRD-K62562723-003-02-7	SR-2640	leukotriene receptor antagonist	CYSLTR1	15	15	-0.187552795534	-0.0139505240874	-0.1736022714466	0.24548500120312422	1.0	leukotriene receptor antagonist cysltr1	other
BRD-K01824921-001-18-5	DPCPX	adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ADORA3	14	13	-0.1985482039945	-0.0250447394991	-0.1735034644954	0.07652665316808234	1.0	adenosine receptor antagonist adora1, adora2a, adora2b, adora3	other
BRD-K77695569-001-30-0	tiabendazole	angiogenesis inhibitor		16	15	0.086995232061	0.260059135005	-0.17306390294399998	0.2599279599779344	1.0	angiogenesis inhibitor 	other
BRD-A42571354-300-12-0	cetirizine	histamine receptor antagonist	HRH1	15	15	0.149853222582	0.322818560749	-0.172965338167	0.7089232340537643	1.0	histamine receptor antagonist hrh1	other
BRD-K48826825-001-01-8	S26948	PPAR receptor agonist	PPARG	15	14	-0.00111330250912	0.17159157223100002	-0.17270487474012003	0.009409864199244939	1.0	ppar receptor agonist pparg	other
BRD-A25234499-001-18-3	aminoglutethimide	glucocorticoid receptor antagonist	CYP11A1, CYP19A1	15	15	-0.161658966038	0.0107175649498	-0.1723765309878	0.08901797772326324	1.0	glucocorticoid receptor antagonist cyp11a1, cyp19a1	other
BRD-K95609758-001-03-7	BMS-191011	potassium channel activator	KCNMA1	15	15	0.187752256819	0.360059212262	-0.17230695544299998	0.8357050269952793	1.0	potassium channel activator kcnma1	other
BRD-K07441213-001-18-9	paroxypropione	gonadotropin inhibitor		15	15	-0.162611091773	0.00959797478748	-0.17220906656048002	0.7715511878155722	1.0	gonadotropin inhibitor 	other
BRD-K30572193-001-02-0	CTEP	glutamate receptor antagonist	GRM5	16	15	-0.2504899779125	-0.0783463302358	-0.17214364767669998	1.0	1.0	glutamate receptor antagonist grm5	other
BRD-K34411947-001-12-5	streptozotocin	DNA alkylating agent	SLC2A2	15	15	0.343171360347	0.515179741053	-0.172008380706	0.09709106759647709	1.0	dna alkylating agent slc2a2	other
BRD-K80262108-001-07-0	amifampridine	potassium channel blocker		15	15	0.133839491168	0.305722041653	-0.17188255048499998	0.14657603430900068	1.0	potassium channel blocker 	other
BRD-A24191444-046-02-1	ifenprodil	adrenergic receptor antagonist, glutamate receptor antagonist	GRIN1, GRIN2B	15	14	-0.105879420562	0.06585818996455	-0.17173761052655	0.1979251021111571	1.0	adrenergic receptor antagonist, glutamate receptor antagonist grin1, grin2b	other
BRD-K52397688-003-06-4	amperozide	dopamine receptor antagonist	FAAH, HTR2A	15	15	-0.106421332501	0.0652370677841	-0.1716584002851	0.38373262766250305	1.0	dopamine receptor antagonist faah, htr2a	other
BRD-A30590053-003-02-9	MR-16728	acetylcholine release enhancer		15	15	0.0466898197366	0.2176316856	-0.17094186586340002	0.5614474146848649	1.0	acetylcholine release enhancer 	other
BRD-K39467894-001-05-9	nithiamide	bacterial DNA inhibitor		15	15	0.00962903660257	0.180492648299	-0.17086361169643	0.8034625743147712	1.0	bacterial dna inhibitor 	other
BRD-K42452249-001-02-5	EO-1428	p38 MAPK inhibitor	MAPK11, MAPK14	14	15	-0.0014116994898500032	0.169275159023	-0.17068685851285	0.3050688106228865	1.0	p38 mapk inhibitor mapk11, mapk14	other
BRD-K42938903-332-01-1	acetophenazine	dopamine receptor antagonist	DRD1, DRD2	14	13	-0.9118348430385	-0.741197680385	-0.17063716265350004	0.48166365977248615	1.0	dopamine receptor antagonist drd1, drd2	other
BRD-K51937257-001-01-4	bilastine	histamine receptor antagonist	HRH1	14	15	-0.486979997482	-0.31643688066	-0.17054311682200002	0.3480712878701422	1.0	histamine receptor antagonist hrh1	other
BRD-K95828359-001-01-0	MK-3697	orexin receptor antagonist	HCRTR2	15	15	-0.22391060418	-0.0538464012341	-0.1700642029459	0.01614027989360373	1.0	orexin receptor antagonist hcrtr2	other
BRD-K43578482-001-01-4	defactinib	focal adhesion kinase inhibitor	PTK2	14	15	0.06994949652150001	0.239832668394	-0.1698831718725	0.9825901131969854	1.0	focal adhesion kinase inhibitor ptk2	other
BRD-K08109215-001-06-4	I-BET-762	bromodomain inhibitor	BRD2, BRD3, BRD4	14	13	-0.11743924225235	0.0523172282712	-0.16975647052355	1.0	1.0	bromodomain inhibitor brd2, brd3, brd4	other
BRD-K97810537-001-13-6	beclomethasone-dipropionate	glucocorticoid receptor agonist	GPR97, NR3C1	14	13	-0.2468111135605	-0.077261994588	-0.16954911897250002	0.1263700865857364	1.0	glucocorticoid receptor agonist gpr97, nr3c1	other
BRD-A37390343-003-03-5	amorolfine	membrane integrity inhibitor		15	15	-0.133755883504	0.0357799882153	-0.1695358717193	0.08901797772326324	1.0	membrane integrity inhibitor 	other
BRD-A00077618-236-07-6	8-bromo-cGMP	PKA activator	PRKG1	15	15	-0.00460694019448	0.164733646077	-0.16934058627148	0.7400217511938185	1.0	pka activator prkg1	other
BRD-K85066592-001-01-6	gly-gln			14	15	-0.0298995145277	0.139376077751	-0.1692755922787	0.18314652532853137	1.0	 	other
BRD-K23779958-001-05-8	dichlorvos	acetylcholinesterase inhibitor		14	13	-1.047310135885	-0.878035335967	-0.1692747999180001	0.2159322942283799	1.0	acetylcholinesterase inhibitor 	other
BRD-A46717658-236-02-5	azlocillin	bacterial cell wall synthesis inhibitor		14	15	-0.16415571508125	0.00482277152246	-0.16897848660370998	0.11116230009522643	1.0	bacterial cell wall synthesis inhibitor 	other
BRD-K54770957-001-04-3	etoricoxib	cyclooxygenase inhibitor	PTGS2	14	15	-0.06286056898135	0.105764486353	-0.16862505533435002	0.038165769458830004	1.0	cyclooxygenase inhibitor ptgs2	other
BRD-K21548250-003-19-1	moracizine	sodium channel blocker	SCN5A	15	14	-0.342938044647	-0.174385770285	-0.16855227436200002	0.6784245040488326	1.0	sodium channel blocker scn5a	other
BRD-K96319534-003-03-9	phentermine	dopamine uptake inhibitor, serotonin reuptake inhibitor	MAOA, MAOB, SLC6A2, SLC6A3, SLC6A4	16	15	0.0603431942523	0.228503957414	-0.1681607631617	0.3134659820453173	1.0	dopamine uptake inhibitor, serotonin reuptake inhibitor maoa, maob, slc6a2, slc6a3, slc6a4	other
BRD-K81128206-003-24-4	edrophonium	acetylcholinesterase inhibitor	ACHE, BCHE	16	15	-0.0489210159533	0.118729972968	-0.1676509889213	0.7368768981757916	1.0	acetylcholinesterase inhibitor ache, bche	other
BRD-K20605374-001-05-4	NSC-697923	ubiquitin-conjugating enzyme inhibitor	UBE2N	15	15	-3.9710746254	-3.80370097384	-0.16737365156000017	0.7089232340537643	1.0	ubiquitin-conjugating enzyme inhibitor ube2n	other
BRD-K41256143-001-12-7	dehydroepiandrosterone	protein synthesis stimulant	ESR1, ESR2, G6PD, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, HSD17B1, NR1I2, NR1I3, PPARA, SIGMAR1, SULT2A1, SULT2B1	14	15	0.0134958523261	0.180724383248	-0.1672285309219	0.1979251021111571	1.0	protein synthesis stimulant esr1, esr2, g6pd, gabra1, gabra2, gabra3, gabra4, gabra5, gabra6, gabrb1, gabrb2, gabrb3, gabrd, gabre, gabrg1, gabrg2, gabrg3, gabrp, gabrq, grin1, grin2a, grin2b, grin2c, grin2d, grin3a, grin3b, hsd17b1, nr1i2, nr1i3, ppara, sigmar1, sult2a1, sult2b1	other
BRD-K76908866-001-07-6	CP-724714	EGFR inhibitor, protein tyrosine kinase inhibitor	ERBB2	15	15	-0.293940185041	-0.126875641349	-0.167064543692	0.5897385933186072	1.0	egfr inhibitor, protein tyrosine kinase inhibitor erbb2	other
BRD-K72167406-001-03-9	cefditoren-pivoxil	bacterial cell wall synthesis inhibitor		16	14	-0.2461536854115	-0.0792801724063	-0.1668735130052	0.32861474194940277	1.0	bacterial cell wall synthesis inhibitor 	other
BRD-K44824027-001-02-1	beclamide	anticonvulsant		15	15	-0.0917519279704	0.0750456085673	-0.1667975365377	0.17106923105635186	1.0	anticonvulsant 	other
BRD-A29289453-001-04-7	PCA-4248	platelet activating factor receptor antagonist	PTAFR	15	15	0.155244201732	0.321952615498	-0.16670841376600004	0.14657603430900068	1.0	platelet activating factor receptor antagonist ptafr	other
BRD-K69812556-305-02-0	WAY-100635	serotonin receptor antagonist	HTR1A	15	15	-0.27865435335	-0.112030860173	-0.16662349317699998	0.24548500120312422	1.0	serotonin receptor antagonist htr1a	other
BRD-K06328344-015-01-7	bremelanotide	melanocortin receptor agonist	MC1R, MC2R, MC3R, MC4R, MC5R	16	15	-0.1704832319965	-0.00396433512205	-0.16651889687445	0.6212314023292724	1.0	melanocortin receptor agonist mc1r, mc2r, mc3r, mc4r, mc5r	other
BRD-K59524082-001-01-3	maribavir	cytomegalovirus inhibitor, protein kinase inhibitor	PYGM	15	15	-0.0864385956596	0.0799863188948	-0.1664249145544	0.38373262766250305	1.0	cytomegalovirus inhibitor, protein kinase inhibitor pygm	other
BRD-K26712974-001-01-5	VX-765	caspase inhibitor	CASP1	16	15	-0.0529921073717	0.113022825898	-0.16601493326970002	0.5935945343883464	1.0	caspase inhibitor casp1	other
BRD-K81795818-019-01-4	exherin	cadherin antagonist	CDH2	14	15	0.016321969616570002	0.181859661023	-0.16553769140643	0.9825901131969854	1.0	cadherin antagonist cdh2	other
BRD-A64698388-003-01-7	levo-phencynonate	acetylcholine receptor antagonist	CHRM1	14	15	-0.10821174041285	0.0571063794136	-0.16531811982645	0.37095103453309664	1.0	acetylcholine receptor antagonist chrm1	other
BRD-K74913225-001-12-4	brinzolamide	carbonic anhydrase inhibitor	CA1, CA12, CA14, CA2, CA4, CA5A, CA7	14	15	-0.2605676889875	-0.0952751977704	-0.1652924912171	0.810299496070296	1.0	carbonic anhydrase inhibitor ca1, ca12, ca14, ca2, ca4, ca5a, ca7	other
BRD-K66241279-001-01-8	cinromide			16	15	-0.628176072841	-0.463030199872	-0.16514587296899996	0.10091547273928164	1.0	 	other
BRD-A24122750-001-03-7	saclofen	GABA receptor antagonist	GABBR1, GABBR2, KCTD12, KCTD16, KCTD8	15	15	-0.255462815346	-0.0903220860361	-0.16514072930990004	0.3400858902842717	1.0	gaba receptor antagonist gabbr1, gabbr2, kctd12, kctd16, kctd8	other
BRD-K50031829-001-01-6	PF-04447943	phosphodiesterase inhibitor	PDE9A	14	15	0.09118319933305001	0.256308073639	-0.16512487430594996	0.445008718746736	1.0	phosphodiesterase inhibitor pde9a	other
BRD-A65051990-001-12-9	acenocoumarol	vitamin K antagonist	VKORC1	15	15	0.00112882138108	0.166174099419	-0.16504527803792	0.26275304114766074	1.0	vitamin k antagonist vkorc1	other
BRD-K78118466-001-03-3	LY2157299	TGF beta receptor inhibitor	TGFBR1	16	15	0.1670954160725	0.33174974224	-0.16465432616749998	0.5142594096664315	1.0	tgf beta receptor inhibitor tgfbr1	other
BRD-K72339976-065-04-7	cefoselis	bacterial cell wall synthesis inhibitor		14	15	-0.08696039955735	0.0776140716463	-0.16457447120364999	0.0636173544421638	1.0	bacterial cell wall synthesis inhibitor 	other
BRD-K20285085-074-04-5	R406	SYK inhibitor	RET, SYK	14	13	-0.07179288681115001	0.0925945113975	-0.16438739820865	0.610384513874678	1.0	syk inhibitor ret, syk	other
BRD-K43383936-001-05-2	flopropione	serotonin receptor antagonist	HTR1A	14	15	-0.577094216703	-0.412764554687	-0.16432966201599997	0.07010858465571475	1.0	serotonin receptor antagonist htr1a	other
BRD-K08619574-334-05-4	thioproperazine	dopamine receptor antagonist	ADRA1A, ADRA1B, DRD1, DRD2, HTR1A, HTR2A	15	15	-0.349345920897	-0.185056337358	-0.164289583539	0.7400217511938185	1.0	dopamine receptor antagonist adra1a, adra1b, drd1, drd2, htr1a, htr2a	other
BRD-K68392338-003-02-0	ZK-93426	benzodiazepine receptor antagonist	GABRA1, GABRA2, GABRA3, GABRA5	15	15	-0.0923472673279	0.0718877757311	-0.164235043059	0.4067868333984651	1.0	benzodiazepine receptor antagonist gabra1, gabra2, gabra3, gabra5	other
BRD-K21361524-001-01-1	selinexor	exportin antagonist	XPO1	16	15	-3.496097034785	-3.33196533278	-0.16413170200500016	0.766876114108925	1.0	exportin antagonist xpo1	other
BRD-K67536197-003-11-4	cyclocytidine	DNA synthesis inhibitor, RNA synthesis inhibitor		15	15	-2.01673726211	-1.85281682763	-0.16392043447999982	0.506914933812496	1.0	dna synthesis inhibitor, rna synthesis inhibitor 	other
BRD-K14704277-001-22-6	cinoxacin	topoisomerase inhibitor		15	15	0.0484229540697	0.212315241382	-0.1638922873123	0.12486035998214667	1.0	topoisomerase inhibitor 	other
BRD-A18043272-001-09-9	phensuximide	succinimide antiepileptic	CACNA1G, CACNA1H, CACNA1I	15	15	0.069884832489	0.233372597246	-0.163487764757	0.3195059648919748	1.0	succinimide antiepileptic cacna1g, cacna1h, cacna1i	other
BRD-A03623303-045-09-5	metoprolol	adrenergic receptor antagonist	ADRB1, ADRB2	15	15	-1.0157276592	-0.852668538414	-0.16305912078599993	0.8034625743147712	1.0	adrenergic receptor antagonist adrb1, adrb2	other
BRD-K54640016-001-04-7	WAY-362450	FXR agonist	NR1H4	15	15	-0.136645529538	0.0263991506155	-0.1630446801535	0.506914933812496	1.0	fxr agonist nr1h4	other
BRD-K77396579-300-01-0	NVP-DPP728	dipeptidyl peptidase inhibitor	DPP4	14	15	0.1214764480606	0.284420188976	-0.16294374091540004	0.1979251021111571	1.0	dipeptidyl peptidase inhibitor dpp4	other
BRD-K28492574-001-01-6	piconol			15	15	-0.107955066083	0.0547527202256	-0.1627077863086	0.3400858902842717	1.0	 	other
BRD-K05464208-001-05-7	JX-401	p38 MAPK inhibitor	MAPK14	15	15	-0.315608204174	-0.153022912811	-0.16258529136299998	0.9009714934164412	1.0	p38 mapk inhibitor mapk14	other
BRD-K47031502-001-01-6	eupatilin	mucus protecting agent		14	15	-0.0729940637315	0.089501856444	-0.1624959201755	0.28494907768465494	1.0	mucus protecting agent 	other
BRD-K21586122-001-01-9	fimasartan	angiotensin receptor antagonist	AGTR1	16	15	-0.1656109512115	-0.00334179726218	-0.16226915394931998	0.22796467743471693	1.0	angiotensin receptor antagonist agtr1	other
BRD-K26634012-001-04-9	tilmicosin	bacterial 50S ribosomal subunit inhibitor		14	15	-0.23194344818025	-0.0701236141124	-0.16181983406785	0.3947417052130072	1.0	bacterial 50s ribosomal subunit inhibitor 	other
BRD-K17068645-003-04-2	bendamustine	DNA inhibitor		15	15	0.210878941336	0.37231403324	-0.16143509190400002	0.5614474146848649	1.0	dna inhibitor 	other
BRD-K90647725-001-07-3	oleanolic-acid	G protein-coupled receptor agonist	GPBAR1	14	13	-0.44686166450849996	-0.285563333759	-0.16129833074949995	0.865134745405447	1.0	g protein-coupled receptor agonist gpbar1	other
BRD-K72533376-001-01-2	etoposide-phosphate	topoisomerase inhibitor	TOP2A	16	15	0.0669169349476	0.227536053252	-0.1606191183044	0.3134659820453173	1.0	topoisomerase inhibitor top2a	other
BRD-K59597909-001-17-6	phenothiazine	dopamine receptor antagonist		14	15	-0.583937582662	-0.423323339531	-0.16061424313100003	0.810299496070296	1.0	dopamine receptor antagonist 	other
BRD-K52959329-238-01-9	mitiglinide	insulin secretagogue	ABCC8, KCNJ10, PPARG	16	15	-0.029778693325050003	0.130812496233	-0.16059118955805002	0.24357810494667897	1.0	insulin secretagogue abcc8, kcnj10, pparg	other
BRD-K64341947-003-02-4	CFM-1571	guanylate cyclase activator		15	15	-0.0967021544455	0.0637282360455	-0.160430390491	0.9338864180775845	1.0	guanylate cyclase activator 	other
BRD-A30815329-001-10-5	felodipine	calcium channel blocker	CACNA1C, CACNA1D, CACNA1F, CACNA1H, CACNA1S, CACNA2D1, CACNA2D2, CACNB2, CALM1, CFTR, NR3C2, PDE1A, PDE1B, TNNC1, TNNC2	15	14	0.283641595561	0.4439918803725	-0.1603502848115	0.2657465520914202	1.0	calcium channel blocker cacna1c, cacna1d, cacna1f, cacna1h, cacna1s, cacna2d1, cacna2d2, cacnb2, calm1, cftr, nr3c2, pde1a, pde1b, tnnc1, tnnc2	other
BRD-K45014108-003-01-8	ephedrine	adrenergic receptor agonist	ACHE, ADRA1A, ADRB2, SLC18A2, SLC6A2	15	15	0.403084321018	0.563190150197	-0.16010582917900001	0.17106923105635186	1.0	adrenergic receptor agonist ache, adra1a, adrb2, slc18a2, slc6a2	other
BRD-K82677201-001-01-6	almitrine	neurotransmitter agonist	ATP1A1	15	15	-0.205383118333	-0.0453714927862	-0.16001162554679998	0.1985058531538877	1.0	neurotransmitter agonist atp1a1	other
BRD-K67277431-002-10-5	picotamide	thromboxane receptor antagonist, thromboxane synthase inhibitor	TBXA2R	14	15	0.03741385086175	0.197362928598	-0.15994907773625	0.9478034802354203	1.0	thromboxane receptor antagonist, thromboxane synthase inhibitor tbxa2r	other
BRD-K44273375-001-25-0	tolnaftate	fungal squalene epoxidase inhibitor		14	15	-0.29382374203850004	-0.13389165126	-0.15993209077850004	0.37095103453309664	1.0	fungal squalene epoxidase inhibitor 	other
BRD-K82225283-001-03-1	isosorbide-mononitrate	nitric oxide stimulant	GUCY1A2, GUCY1A3, GUCY1B2, GUCY1B3	14	13	-0.0252150268877	0.134617227086	-0.1598322539737	0.07652665316808234	1.0	nitric oxide stimulant gucy1a2, gucy1a3, gucy1b2, gucy1b3	other
BRD-K21450440-001-14-6	benzthiazide	carbonic anhydrase inhibitor	CA1, CA12, CA2, CA4, CA9, SLC12A3	16	15	-0.4611771216295	-0.301662529578	-0.15951459205149998	0.037963860419371775	1.0	carbonic anhydrase inhibitor ca1, ca12, ca2, ca4, ca9, slc12a3	other
BRD-A38218502-001-01-2	metenkephalin	immunostimulant	OPRD1	15	15	-0.0451639302455	0.113974703913	-0.1591386341585	0.6783024655972324	1.0	immunostimulant oprd1	other
BRD-K16732600-001-01-7	MK-0893	glucagon receptor antagonist	GCGR	14	15	0.06448072417169	0.223607050901	-0.15912632672930999	0.1437248058279078	1.0	glucagon receptor antagonist gcgr	other
BRD-K55424922-003-02-8	anpirtoline	serotonin receptor agonist	HTR1B	15	15	-0.079044214372	0.0800699420744	-0.1591141564464	0.4553018964198552	1.0	serotonin receptor agonist htr1b	other
BRD-K46018455-001-27-6	bezafibrate	PPAR receptor agonist	PPARA, PPARD, PPARG	14	15	-0.1454786757675	0.0135468021044	-0.15902547787190002	0.3480712878701422	1.0	ppar receptor agonist ppara, ppard, pparg	other
BRD-K74186897-001-12-4	cytisine	acetylcholine receptor agonist	CHRNA2, CHRNA3, CHRNA4, CHRNA6, CHRNA7, CHRNB2, CHRNB4	14	13	-0.06887322993875	0.0900896216481	-0.15896285158685	0.610384513874678	1.0	acetylcholine receptor agonist chrna2, chrna3, chrna4, chrna6, chrna7, chrnb2, chrnb4	other
BRD-A44936478-001-01-1	cephalosporin-c-zn	bacterial cell wall synthesis inhibitor		14	13	-0.02861590913179	0.130224085887	-0.15883999501878998	0.11477248163567938	1.0	bacterial cell wall synthesis inhibitor 	other
BRD-K91544578-001-03-8	nikethamide	immunostimulant		16	14	-0.220319030988	-0.06149824514365	-0.15882078584435	0.1400098059118986	1.0	immunostimulant 	other
BRD-K43905307-001-01-2	L-798,106	prostanoid receptor antagonist	PTGER3	14	15	0.059455355066	0.218059580354	-0.158604225288	0.11116230009522643	1.0	prostanoid receptor antagonist ptger3	other
BRD-K44777625-001-03-5	FH1	hepatocyte function enhancer		15	15	-0.139202631438	0.0189814587988	-0.1581840902368	0.38373262766250305	1.0	hepatocyte function enhancer 	other
BRD-A05334458-001-02-8	lisofylline	interleukin receptor antagonist, STAT inhibitor		15	15	0.292892323741	0.451061202302	-0.15816887856099998	0.042110616791807005	1.0	interleukin receptor antagonist, stat inhibitor 	other
BRD-K43305603-004-02-8	rocuronium	acetylcholine receptor antagonist	CHRM2, CHRNA2, HTR3A	15	15	-0.00363066002603	0.154440871864	-0.15807153189002998	0.9338864180775845	1.0	acetylcholine receptor antagonist chrm2, chrna2, htr3a	other
BRD-A43082461-001-06-3	linalool	anticonvulsant		14	13	-0.12154465717099999	0.0362766506162	-0.1578213077872	0.512401349804485	1.0	anticonvulsant 	other
BRD-K81447180-003-21-4	lincomycin	bacterial 30S ribosomal subunit inhibitor		14	13	-0.20025467687749998	-0.0425842132984	-0.15767046357909997	0.11477248163567938	1.0	bacterial 30s ribosomal subunit inhibitor 	other
BRD-K15834839-001-02-3	lobendazole	anthelmintic agent		15	15	-0.15799126581	-0.000412029949088	-0.157579235860912	0.5614474146848649	1.0	anthelmintic agent 	other
BRD-A49358627-001-14-6	ciprofibrate	PPAR receptor agonist	PPARA	15	15	0.0488102169659	0.206242629613	-0.1574324126471	0.2997583700887151	1.0	ppar receptor agonist ppara	other
