broad_id	compound	moa	target	n_mito_low	n_mito_high	median_lfc_mito_low	median_lfc_mito_high	delta_lfc_low_minus_high	wilcox_p	fdr	target_text	pathway_relevance	test_family
BRD-A78588743-001-03-4	editol			16	15	-0.3089131354145	-0.207266378595	-0.1016467568195	0.4890954478935938	1.0	 	other	BH across all 4,686 tested PRISM compounds
BRD-K93468883-001-02-0	IPI-145	PI3K inhibitor	PIK3CA, PIK3CB, PIK3CD, PIK3CG	15	15	-0.283629917321	-0.182279535197	-0.101350382124	0.7400217511938185	1.0	pi3k inhibitor pik3ca, pik3cb, pik3cd, pik3cg	prespecified_pathway_related	BH across all 4,686 tested PRISM compounds
BRD-K66845263-001-03-0	sophocarpine			16	15	-0.0704530658619	0.0304958457507	-0.1009489116126	0.2279646774347169	1.0	 	other	BH across all 4,686 tested PRISM compounds
BRD-K18172896-001-02-5	eltanolone	membrane integrity inhibitor	GABRA1, GABRB2, GABRG2	15	15	-0.213557657148	-0.112611316952	-0.100946340196	0.5897385933186072	1.0	membrane integrity inhibitor gabra1, gabrb2, gabrg2	other	BH across all 4,686 tested PRISM compounds
BRD-K27316855-001-19-0	calcitriol	vitamin D receptor agonist	VDR	15	15	0.144682874989	0.245534981123	-0.100852106134	0.4553018964198552	1.0	vitamin d receptor agonist vdr	other	BH across all 4,686 tested PRISM compounds
BRD-K44133266-001-10-0	sulbactam	beta lactamase inhibitor		14	13	-0.2985104050104999	-0.198219660767	-0.1002907442434999	0.5441316793449582	1.0	beta lactamase inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K35586044-003-15-4	yohimbine	adrenergic receptor antagonist	ADRA2A, ADRA2B, ADRA2C, DRD2, DRD3, HTR1A, HTR1B, HTR1D, HTR1E, HTR1F, HTR2A, HTR2B, HTR2C, HTR5A, HTR7, KCNJ1, KCNJ10, KCNJ11, KCNJ12, KCNJ14, KCNJ15, KCNJ8	14	15	0.014435816068705	0.114675604901	-0.100239788832295	0.0701085846557147	1.0	adrenergic receptor antagonist adra2a, adra2b, adra2c, drd2, drd3, htr1a, htr1b, htr1d, htr1e, htr1f, htr2a, htr2b, htr2c, htr5a, htr7, kcnj1, kcnj10, kcnj11, kcnj12, kcnj14, kcnj15, kcnj8	other	BH across all 4,686 tested PRISM compounds
BRD-K45071273-003-25-6	tetracaine	membrane integrity inhibitor	SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A	14	15	-0.2502624421635	-0.15006511851	-0.1001973236535	0.7106595685403921	1.0	membrane integrity inhibitor scn10a, scn11a, scn1a, scn2a, scn3a, scn4a, scn5a, scn7a, scn8a, scn9a	other	BH across all 4,686 tested PRISM compounds
BRD-A73709786-001-01-3	LB-100	protein phosphatase inhibitor		14	15	0.021423581705885	0.121364721575	-0.099941139869115	0.2300622980263966	1.0	protein phosphatase inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K59058747-001-18-3	acetylcysteine	mucolytic agent	ACY1, CHUK, GRIN1, GRIN2A, GRIN2B, GRIN2D, GRIN3A, GSS, IKBKB, RELA, SLC7A11	14	13	-0.55702425028	-0.457220748643	-0.099803501637	0.9419738351432534	1.0	mucolytic agent acy1, chuk, grin1, grin2a, grin2b, grin2d, grin3a, gss, ikbkb, rela, slc7a11	other	BH across all 4,686 tested PRISM compounds
BRD-K77345217-001-05-0	gallic-acid	beta amyloid protein neurotoxicity inhibitor, PPAR receptor agonist	CA1, CA12, CA14, CA2, CA4, CA6, CA9, SELP	14	15	-0.4362604571235	-0.336675330626	-0.0995851264975	0.4714517068389269	1.0	beta amyloid protein neurotoxicity inhibitor, ppar receptor agonist ca1, ca12, ca14, ca2, ca4, ca6, ca9, selp	other	BH across all 4,686 tested PRISM compounds
BRD-K34058848-304-03-1	cefonicid	bacterial cell wall synthesis inhibitor		15	15	0.240741101664	0.340253620301	-0.0995125186369999	0.4807311104556225	1.0	bacterial cell wall synthesis inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K20152659-001-04-6	dihomo-gamma-linolenic-acid	prostanoid receptor agonist	PTGS1, PTGS2	15	15	0.00965660730278	0.109126564141	-0.0994699568382199	0.1584646059982035	1.0	prostanoid receptor agonist ptgs1, ptgs2	other	BH across all 4,686 tested PRISM compounds
BRD-K32107296-001-16-9	temozolomide	DNA alkylating agent	MGMT	15	14	-0.0341322352472	0.0650067566847	-0.0991389919319	0.5557349624423149	1.0	dna alkylating agent mgmt	other	BH across all 4,686 tested PRISM compounds
BRD-K62456038-003-07-1	PD-128907	dopamine receptor agonist	DRD2, DRD3	14	15	0.1182202825635	0.21733282307	-0.0991125405064999	0.0771336684412056	1.0	dopamine receptor agonist drd2, drd3	other	BH across all 4,686 tested PRISM compounds
BRD-A94033181-001-01-4	AZD6765	glutamate receptor antagonist	GRIN1	15	14	-0.0992775396344	-0.000169942758285	-0.099107596876115	0.4194324996066613	1.0	glutamate receptor antagonist grin1	other	BH across all 4,686 tested PRISM compounds
BRD-K81418486-001-47-5	vorinostat	HDAC inhibitor	HDAC1, HDAC10, HDAC11, HDAC2, HDAC3, HDAC5, HDAC6, HDAC8, HDAC9	14	13	-1.064374255455	-0.965525347236	-0.0988489082189999	0.7524427599988597	1.0	hdac inhibitor hdac1, hdac10, hdac11, hdac2, hdac3, hdac5, hdac6, hdac8, hdac9	other	BH across all 4,686 tested PRISM compounds
BRD-K35189033-001-26-1	levonorgestrel	estrogen receptor agonist, glucocorticoid receptor antagonist, progesterone receptor agonist, progesterone receptor antagonist	AR, ESR1, PGR, SRD5A1	15	15	-0.387784057124	-0.289073159734	-0.09871089739	0.1710692310563518	1.0	estrogen receptor agonist, glucocorticoid receptor antagonist, progesterone receptor agonist, progesterone receptor antagonist ar, esr1, pgr, srd5a1	other	BH across all 4,686 tested PRISM compounds
BRD-K47886988-001-21-4	nalidixic-acid	bacterial DNA gyrase inhibitor		15	15	0.189038264777	0.287720866577	-0.0986826018	0.9009714934164412	1.0	bacterial dna gyrase inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K48830578-001-01-9	OMDM-2	FAAH inhibitor	GPR119	15	14	0.289037081062	0.3875906697235	-0.0985535886614999	0.5557349624423149	1.0	faah inhibitor gpr119	other	BH across all 4,686 tested PRISM compounds
BRD-K73397362-001-06-6	purmorphamine	smoothened receptor agonist	SMO	14	15	-0.1863604349165	-0.0879040048243	-0.0984564300922	0.6784245040488326	1.0	smoothened receptor agonist smo	other	BH across all 4,686 tested PRISM compounds
BRD-K05151076-001-02-6	ZK-164015	estrogen receptor antagonist	ESR1, ESR2	15	15	0.0336225068461	0.132063053128	-0.0984405462819	0.7715511878155722	1.0	estrogen receptor antagonist esr1, esr2	other	BH across all 4,686 tested PRISM compounds
BRD-M98279124-300-01-1	cevimeline	acetylcholine receptor agonist	CHRM1, CHRM3	15	15	0.0971892904614	0.195416494061	-0.0982272035996	0.4067868333984651	1.0	acetylcholine receptor agonist chrm1, chrm3	other	BH across all 4,686 tested PRISM compounds
BRD-K62736196-015-11-0	guanaben-acetate	adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C	14	13	-0.2382172944875	-0.140099153484	-0.0981181410035	0.3440159425802912	1.0	adrenergic receptor agonist adra2a, adra2b, adra2c	other	BH across all 4,686 tested PRISM compounds
BRD-K66896231-001-08-1	ipidacrine	acetylcholinesterase inhibitor	ACHE	15	15	-0.230690719074	-0.132647336642	-0.0980433824319999	0.2290289666246946	1.0	acetylcholinesterase inhibitor ache	other	BH across all 4,686 tested PRISM compounds
BRD-A08545410-003-07-8	doxycycline	metalloproteinase inhibitor	MMP8	14	13	0.3244387429334999	0.422414472017	-0.0979757290835	0.4519575760931084	1.0	metalloproteinase inhibitor mmp8	other	BH across all 4,686 tested PRISM compounds
BRD-A02759312-003-24-5	betaxolol	adrenergic receptor antagonist	ADRB1, ADRB2	15	15	0.174672638286	0.272546440488	-0.0978738022019999	0.2808420108662984	1.0	adrenergic receptor antagonist adrb1, adrb2	other	BH across all 4,686 tested PRISM compounds
BRD-K97530723-001-20-9	melatonin	melatonin receptor agonist, nitric oxide synthase inhibitor	ASMT, CALM1, CALR, EPX, ESR1, HTR2B, MPO, MTNR1A, MTNR1B, NQO2, RORB	16	15	0.04803032059935	0.145748299546	-0.0977179789466499	0.4646101538860959	1.0	melatonin receptor agonist, nitric oxide synthase inhibitor asmt, calm1, calr, epx, esr1, htr2b, mpo, mtnr1a, mtnr1b, nqo2, rorb	other	BH across all 4,686 tested PRISM compounds
BRD-K12787259-001-04-3	CX-5461	RNA polymerase inhibitor		14	13	-0.6811172631919999	-0.583495771736	-0.0976214914559999	0.9419738351432534	1.0	rna polymerase inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K50398167-236-22-7	meclofenamic-acid	cyclooxygenase inhibitor, prostanoid receptor antagonist	ALOX5, CNR1, KCNQ2, KCNQ3, PTGS1, PTGS2	14	15	-0.04272143199675	0.0548750698048	-0.09759650180155	0.4194324996066613	1.0	cyclooxygenase inhibitor, prostanoid receptor antagonist alox5, cnr1, kcnq2, kcnq3, ptgs1, ptgs2	other	BH across all 4,686 tested PRISM compounds
BRD-K79145628-001-05-5	nimorazole	bacterial DNA inhibitor		15	15	-0.155706827073	-0.0581449738721	-0.0975618532009	0.0143968527511794	1.0	bacterial dna inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K62012036-001-14-4	acitretin	retinoid receptor agonist	RARA, RARB, RARG, RBP1, RXRA, RXRB, RXRG, STAT3	14	13	-0.0014345270358499	0.0957596572145	-0.09719418425035	0.4519575760931084	1.0	retinoid receptor agonist rara, rarb, rarg, rbp1, rxra, rxrb, rxrg, stat3	other	BH across all 4,686 tested PRISM compounds
BRD-K14349461-003-13-1	pyridoxine	vitamin B	DDC, PDXK	13	15	-0.369668719413	-0.272497922163	-0.09717079725	0.8538084126585609	1.0	vitamin b ddc, pdxk	other	BH across all 4,686 tested PRISM compounds
BRD-K46970505-003-01-9	cefozopran	bacterial cell wall synthesis inhibitor		14	14	-0.1658181754479999	-0.0689535612200999	-0.0968646142278999	0.908548798170922	1.0	bacterial cell wall synthesis inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-A30774155-001-01-2	efinaconazole	lanosterol demethylase inhibitor	CYP51A1	16	15	0.1463958869175	0.243182396524	-0.0967865096065	0.2599279599779344	1.0	lanosterol demethylase inhibitor cyp51a1	other	BH across all 4,686 tested PRISM compounds
BRD-K34888156-213-01-4	theobromine	phosphodiesterase inhibitor	ADORA1, ADORA2A, PDE4B	15	14	-0.21006233042	-0.1133386042939	-0.0967237261261	0.1437248058279078	1.0	phosphodiesterase inhibitor adora1, adora2a, pde4b	other	BH across all 4,686 tested PRISM compounds
BRD-K29542628-001-03-9	1-naphthyl-PP1	src inhibitor	SRC	14	15	-1.131219433445	-1.03486993402	-0.096349499425	0.8785934392551416	1.0	src inhibitor src	other	BH across all 4,686 tested PRISM compounds
BRD-K96631475-001-02-4	10-deacetylbaccatin	antitumor agent		14	13	-0.8600217433695	-0.763918154725	-0.0961035886444999	0.3440159425802912	1.0	antitumor agent 	other	BH across all 4,686 tested PRISM compounds
BRD-K07507905-236-02-6	BRL-37344	adrenergic receptor agonist	ADRB1, ADRB2, ADRB3	15	15	-0.0216088385863	0.0742758586169	-0.0958846972032	0.8034625743147712	1.0	adrenergic receptor agonist adrb1, adrb2, adrb3	other	BH across all 4,686 tested PRISM compounds
BRD-K47492008-001-02-7	alclofenac	cyclooxygenase inhibitor	PTGS1	16	15	-0.0507841361259	0.0450375630648	-0.0958216991907	0.2948669693681371	1.0	cyclooxygenase inhibitor ptgs1	other	BH across all 4,686 tested PRISM compounds
BRD-K58937086-001-01-4	glutathione-monoisopropyl-ester	lipid peroxidase inhibitor		14	15	-0.3304507244544999	-0.234776924707	-0.0956737997474999	0.3261094520204889	1.0	lipid peroxidase inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K03164761-001-02-1	thiazovivin	rho associated kinase inhibitor		15	15	-0.0470479003918	0.0483234041348	-0.0953713045266	1.0	1.0	rho associated kinase inhibitor 	prespecified_pathway_related	BH across all 4,686 tested PRISM compounds
BRD-K30126819-304-02-7	dimesna	tubulin polymerization inhibitor		15	15	-0.0088907270225	0.0862958414381	-0.0951865684606	0.2133737070931183	1.0	tubulin polymerization inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K38911213-003-01-6	apraclonidine	adrenergic receptor agonist	ADRA1A, ADRA2A, ADRA2B, ADRA2C	15	15	-0.154778896137	-0.0596593939756	-0.0951195021614	0.383732627662503	1.0	adrenergic receptor agonist adra1a, adra2a, adra2b, adra2c	other	BH across all 4,686 tested PRISM compounds
BRD-K53319039-001-01-8	estradiol-acetate	estrogen receptor agonist	ESR1	16	14	-0.0697615029086499	0.0251607700361	-0.0949222729447499	0.8843185443499727	1.0	estrogen receptor agonist esr1	other	BH across all 4,686 tested PRISM compounds
BRD-K33864865-001-02-5	LY225910	CCK receptor antagonist	CCKBR	15	15	-0.136235419046	-0.0414375683356	-0.0947978507104	0.6783024655972324	1.0	cck receptor antagonist cckbr	other	BH across all 4,686 tested PRISM compounds
BRD-K19171642-001-02-3	CP-91149	glycogen phosphorylase inhibitor	PYGL	15	15	-0.0393253355102	0.0554679572316	-0.0947932927418	0.2133737070931183	1.0	glycogen phosphorylase inhibitor pygl	other	BH across all 4,686 tested PRISM compounds
BRD-K58497451-237-10-7	potassium-p-aminobenzoate			15	15	0.199483381399	0.294264434345	-0.094781052946	0.3195059648919748	1.0	 	other	BH across all 4,686 tested PRISM compounds
BRD-K83551379-001-02-6	levodropropizine	antitussive		14	15	0.0074341719595	0.10220433582	-0.0947701638605	0.3947417052130072	1.0	antitussive 	other	BH across all 4,686 tested PRISM compounds
BRD-A39390670-236-10-7	rabeprazole	ATPase inhibitor, gastrin inhibitor	ATP4A	15	15	0.0130384654025	0.107807925157	-0.0947694597544999	0.4306479898480777	1.0	atpase inhibitor, gastrin inhibitor atp4a	other	BH across all 4,686 tested PRISM compounds
BRD-K40758068-001-08-2	efavirenz	HIV protease inhibitor	CYP1A2, CYP2B6, CYP2C19, CYP2C9, CYP2D6, CYP3A4	14	15	-0.1337640049305	-0.0389978674279	-0.0947661375026	0.7766531265771661	1.0	hiv protease inhibitor cyp1a2, cyp2b6, cyp2c19, cyp2c9, cyp2d6, cyp3a4	other	BH across all 4,686 tested PRISM compounds
BRD-A07947329-001-01-4	buparvaquone	antiprotozoal agent		15	15	-0.0903177111911	0.00442447372512	-0.09474218491622	0.6186695570822622	1.0	antiprotozoal agent 	other	BH across all 4,686 tested PRISM compounds
BRD-A89594340-003-11-5	carnitine-(D/L)			15	15	0.194352976618	0.288956360853	-0.094603384235	0.9338864180775844	1.0	 	other	BH across all 4,686 tested PRISM compounds
BRD-K32218650-001-01-6	MBX-2982	glucose dependent insulinotropic receptor agonist	GPR119	15	14	-0.388696312703	-0.294102360782	-0.0945939519209999	0.2657465520914202	1.0	glucose dependent insulinotropic receptor agonist gpr119	other	BH across all 4,686 tested PRISM compounds
BRD-K33251802-001-01-3	miglustat	Glycosyl transferase inhibitor	UGCG	15	15	0.22859988267	0.32311806569	-0.09451818302	0.2290289666246946	1.0	glycosyl transferase inhibitor ugcg	other	BH across all 4,686 tested PRISM compounds
BRD-K87777313-001-02-2	irosustat	steroid sulfatase inhibitor	CA2, STS	16	15	-0.01841958627714	0.0760606490528	-0.0944802353299399	0.6781060747462503	1.0	steroid sulfatase inhibitor ca2, sts	other	BH across all 4,686 tested PRISM compounds
BRD-A24191444-046-03-9	ifenprodil	adrenergic receptor antagonist, glutamate receptor antagonist	GRIN1, GRIN2B	14	13	-0.09305054103055	0.00114028471736	-0.0941908257479099	0.512401349804485	1.0	adrenergic receptor antagonist, glutamate receptor antagonist grin1, grin2b	other	BH across all 4,686 tested PRISM compounds
BRD-K65170927-001-01-6	aprepitant	tachykinin antagonist	TACR1	14	15	-0.07662323143185	0.0175220814609	-0.09414531289275	0.9478034802354204	1.0	tachykinin antagonist tacr1	other	BH across all 4,686 tested PRISM compounds
BRD-K67173685-001-06-9	4E1RCat	protein synthesis inhibitor	EIF4E, EIF4G1	14	13	0.1789379672095	0.272955774087	-0.0940178068775	0.827142619238411	1.0	protein synthesis inhibitor eif4e, eif4g1	other	BH across all 4,686 tested PRISM compounds
BRD-K94830213-001-01-3	tofisopam	phosphodiesterase inhibitor, cytochrome P450 inhibitor	CYP3A4, PDE10A, PDE2A, PDE3A, PDE4A	16	15	0.04215039547245	0.136092454996	-0.09394205952355	0.5400804783898523	1.0	phosphodiesterase inhibitor, cytochrome p450 inhibitor cyp3a4, pde10a, pde2a, pde3a, pde4a	other	BH across all 4,686 tested PRISM compounds
BRD-K97061094-001-21-4	azacyclonol	histamine receptor antagonist	HRH1	11	12	-0.247088991066	-0.1531777221385	-0.0939112689274999	0.7349852214121391	1.0	histamine receptor antagonist hrh1	other	BH across all 4,686 tested PRISM compounds
BRD-K17849083-001-32-9	tranilast	angiogenesis inhibitor	HPGDS, HRH1	14	13	-0.06520159520255	0.0286820637155	-0.09388365891805	0.2968036252970697	1.0	angiogenesis inhibitor hpgds, hrh1	other	BH across all 4,686 tested PRISM compounds
BRD-K24084088-001-11-3	paraxanthine	adenosine receptor antagonist		15	15	0.00093664127673	0.0947863562459	-0.09384971496917	0.1844100692216365	1.0	adenosine receptor antagonist 	other	BH across all 4,686 tested PRISM compounds
BRD-K57927309-001-01-7	BW-180C	opioid receptor agonist	OPRD1, OPRM1	15	15	-0.486162986672	-0.392446909297	-0.0937160773749999	0.8682259903524354	1.0	opioid receptor agonist oprd1, oprm1	other	BH across all 4,686 tested PRISM compounds
BRD-K46211610-003-26-7	tolazoline	adrenergic receptor antagonist	ADRA1A, ADRA2A, ADRA2B, ADRA2C, HRH1, HRH2	15	15	0.102611700818	0.196157645159	-0.093545944341	0.2290289666246946	1.0	adrenergic receptor antagonist adra1a, adra2a, adra2b, adra2c, hrh1, hrh2	other	BH across all 4,686 tested PRISM compounds
BRD-K72106461-001-02-1	SYM-2081	kainate receptor antagonist	GRIK1, GRIK2, GRIK3, GRIK4, GRIK5, SLC1A2	14	13	0.1888168945295	0.282254705164	-0.0934378106344999	0.2159322942283799	1.0	kainate receptor antagonist grik1, grik2, grik3, grik4, grik5, slc1a2	other	BH across all 4,686 tested PRISM compounds
BRD-K54708045-001-02-1	nTZDpa	PPAR receptor agonist	PPARG	15	15	-0.107952962723	-0.0145404471939	-0.0934125155291	0.9669147771731936	1.0	ppar receptor agonist pparg	other	BH across all 4,686 tested PRISM compounds
BRD-K39166528-001-01-0	ID-8			15	15	0.11699880496	0.210269559031	-0.093270754071	0.6186695570822622	1.0	 	other	BH across all 4,686 tested PRISM compounds
BRD-A53952395-003-25-1	prilocaine	local anesthetic	SCN10A, SCN11A, SCN1A, SCN2A, SCN3A, SCN4A, SCN5A, SCN7A, SCN8A, SCN9A	15	15	-0.0100597579851	0.0825924899079	-0.092652247893	0.8357050269952793	1.0	local anesthetic scn10a, scn11a, scn1a, scn2a, scn3a, scn4a, scn5a, scn7a, scn8a, scn9a	other	BH across all 4,686 tested PRISM compounds
BRD-A43885598-001-08-1	SID-7969543	steroidogenic factor antagonist	NR5A1	15	14	0.0868894443372	0.179367757207	-0.0924783128697999	0.7106595685403921	1.0	steroidogenic factor antagonist nr5a1	other	BH across all 4,686 tested PRISM compounds
BRD-K06240250-001-01-6	rilpivirine	non-nucleoside reverse transcriptase inhibitor	NR1I2, SCN10A	15	15	-0.0510549190245	0.041419111883	-0.0924740309075	0.3400858902842717	1.0	non-nucleoside reverse transcriptase inhibitor nr1i2, scn10a	other	BH across all 4,686 tested PRISM compounds
BRD-K61988078-001-01-2	moxidectin	chloride channel antagonist		15	15	0.0453033406989	0.1377355625	-0.0924322218011	0.7715511878155722	1.0	chloride channel antagonist 	other	BH across all 4,686 tested PRISM compounds
BRD-K28405228-001-06-7	mecarbinate			15	15	-0.0499529230862	0.042164551708	-0.0921174747942	0.7400217511938185	1.0	 	other	BH across all 4,686 tested PRISM compounds
BRD-K54142781-003-11-8	cirazoline	adrenergic receptor agonist	ADRA1A	15	15	0.00497616544684	0.0967272637914	-0.09175109834456	0.4553018964198552	1.0	adrenergic receptor agonist adra1a	other	BH across all 4,686 tested PRISM compounds
BRD-K84986517-001-01-8	darunavir	HIV protease inhibitor	CYP3A4	14	15	0.184505378436	0.276065646426	-0.09156026799	0.4714517068389269	1.0	hiv protease inhibitor cyp3a4	other	BH across all 4,686 tested PRISM compounds
BRD-A32597168-001-03-6	letosteine	mucolytic agent		14	15	0.01800280873748	0.109557951107	-0.09155514236952	0.3709510345330966	1.0	mucolytic agent 	other	BH across all 4,686 tested PRISM compounds
BRD-K00662280-001-09-4	CL-218872	benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRB2, GABRG2	15	14	-0.13681425548	-0.04528365390795	-0.09153060157205	0.2474542907647755	1.0	benzodiazepine receptor agonist gabra1, gabra2, gabra3, gabra5, gabrb2, gabrg2	other	BH across all 4,686 tested PRISM compounds
BRD-K85307935-236-09-5	novobiocin	bacterial DNA gyrase inhibitor		14	13	-0.00560518358882	0.0858925199465	-0.09149770353532	0.2344826070931848	1.0	bacterial dna gyrase inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K32273377-001-17-9	sulfadiazine	bacterial antifolate		15	15	0.0191079281177	0.110583727177	-0.0914757990593	0.5338294217441396	1.0	bacterial antifolate 	other	BH across all 4,686 tested PRISM compounds
BRD-K53397409-001-12-3	benzoic-acid	food preservative	DAO, HRSP12, PRDX5, RAB9A	16	15	-0.08731970233005	0.00395222673231	-0.09127192906236	0.1726518529332787	1.0	food preservative dao, hrsp12, prdx5, rab9a	other	BH across all 4,686 tested PRISM compounds
BRD-A09056319-003-07-7	alfuzosin	adrenergic receptor antagonist	ADRA1A, ADRA1B, ADRA1D, KCNH2	15	15	0.113117737888	0.204387869605	-0.0912701317169999	0.506914933812496	1.0	adrenergic receptor antagonist adra1a, adra1b, adra1d, kcnh2	other	BH across all 4,686 tested PRISM compounds
BRD-K44164034-003-01-1	pumosetrag	serotonin receptor agonist	HTR3A, HTR4	16	15	0.138888593393	0.229821328477	-0.0909327350839999	0.5935945343883464	1.0	serotonin receptor agonist htr3a, htr4	other	BH across all 4,686 tested PRISM compounds
BRD-A30984645-001-01-5	GDC-0834	Bruton's tyrosine kinase (BTK) inhibitor	BTK	15	13	0.374877406976	0.465656472181	-0.0907790652049999	0.5804112384153828	1.0	bruton's tyrosine kinase (btk) inhibitor btk	other	BH across all 4,686 tested PRISM compounds
BRD-A46186775-369-02-0	hydrocortisone-phosphate		ANXA1, NOS2, NR3C1	15	15	0.128810304054	0.219563456565	-0.090753152511	0.6186695570822622	1.0	 anxa1, nos2, nr3c1	other	BH across all 4,686 tested PRISM compounds
BRD-K20093108-001-02-3	BMS-587101	integrin antagonist	ITGAL, ITGB2	16	15	-0.2071454317575	-0.116427885461	-0.0907175462965	0.4890954478935938	1.0	integrin antagonist itgal, itgb2	other	BH across all 4,686 tested PRISM compounds
BRD-K43880410-001-14-4	pregnenolone	glutamate receptor modulator	CYP17A1, SULT2B1	16	15	0.0905553987007	0.181155167415	-0.0905997687143	0.6494132869819362	1.0	glutamate receptor modulator cyp17a1, sult2b1	other	BH across all 4,686 tested PRISM compounds
BRD-A94624445-236-17-0	bucladesine	adenosine receptor agonist, cAMP stimulant	PRKACA	15	14	-0.0852907581369	0.0051563809813	-0.0904471391182	0.3709510345330966	1.0	adenosine receptor agonist, camp stimulant prkaca	other	BH across all 4,686 tested PRISM compounds
BRD-K78789465-001-01-6	pentagastrin	CCK receptor agonist	CCKBR	14	15	-0.271234514718	-0.18085480893	-0.0903797057879999	0.3050688106228865	1.0	cck receptor agonist cckbr	other	BH across all 4,686 tested PRISM compounds
BRD-K73440166-001-01-3	cinaciguat	guanylate cyclase activator	GUCY1A3, GUCY1B3	16	15	-0.194695570722	-0.104349210004	-0.090346360718	0.6494132869819362	1.0	guanylate cyclase activator gucy1a3, gucy1b3	other	BH across all 4,686 tested PRISM compounds
BRD-K92303087-001-01-6	oglemilast	phosphodiesterase inhibitor		16	15	-0.434096720312	-0.343808253285	-0.090288467027	0.9527189705620792	1.0	phosphodiesterase inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K03165895-001-01-9	elafibranor	PPAR receptor agonist	PPARA, PPARD	16	15	-0.1102595164601999	-0.0199781842788	-0.0902813321814	0.0855254639240654	1.0	ppar receptor agonist ppara, ppard	other	BH across all 4,686 tested PRISM compounds
BRD-K52080565-001-09-2	nandrolone	imidazoline receptor agonist	AR, CYP19A1, MAOA, MAOB	16	15	-0.3190520914645	-0.228895637775	-0.0901564536894999	0.7072734240075108	1.0	imidazoline receptor agonist ar, cyp19a1, maoa, maob	other	BH across all 4,686 tested PRISM compounds
BRD-K96042922-001-09-8	etanidazole	bacterial cell wall synthesis inhibitor		16	15	0.06725139037945	0.157365284149	-0.09011389376955	0.2435781049466789	1.0	bacterial cell wall synthesis inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K68164687-001-01-6	epothilone-b	microtubule stabilizing agent, tubulin polymerization inhibitor	TUBA1A, TUBA1B, TUBA1C, TUBA3C, TUBA4A, TUBA8, TUBB, TUBB1, TUBB3, TUBB4A, TUBB4B	15	15	-1.90126367341	-1.81129043951	-0.0899732338999999	0.6482039260122094	1.0	microtubule stabilizing agent, tubulin polymerization inhibitor tuba1a, tuba1b, tuba1c, tuba3c, tuba4a, tuba8, tubb, tubb1, tubb3, tubb4a, tubb4b	other	BH across all 4,686 tested PRISM compounds
BRD-A97479839-003-13-3	piperidolate	acetylcholine receptor antagonist	CHRM1	16	15	-0.2516088210575	-0.161648145453	-0.0899606756045	0.5665344518557682	1.0	acetylcholine receptor antagonist chrm1	other	BH across all 4,686 tested PRISM compounds
BRD-A93407926-001-01-1	allopurinol-riboside	anti-leishmanial agent		14	15	-0.03833124574735	0.051523495572	-0.08985474131935	0.9131160800723744	1.0	anti-leishmanial agent 	other	BH across all 4,686 tested PRISM compounds
BRD-K24771047-001-01-6	ampalex	glutamate receptor agonist	GRIA1, GRIA2, GRIA3, GRIA4	15	14	-0.0654476415228	0.02439308903065	-0.08984073055345	0.4194324996066613	1.0	glutamate receptor agonist gria1, gria2, gria3, gria4	other	BH across all 4,686 tested PRISM compounds
BRD-K17443395-065-02-2	abacavir	nucleoside reverse transcriptase inhibitor		15	15	-0.13920238916	-0.0494908027746	-0.0897115863854	0.506914933812496	1.0	nucleoside reverse transcriptase inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K79711234-001-18-3	thiamphenicol	bacterial 50S ribosomal subunit inhibitor		15	15	0.231214614797	0.320729602656	-0.0895149878589999	0.1584646059982035	1.0	bacterial 50s ribosomal subunit inhibitor 	other	BH across all 4,686 tested PRISM compounds
BRD-K67789209-001-01-0	adatanserin	serotonin receptor agonist, serotonin receptor antagonist	HTR1A, HTR2A	15	15	0.149505968117	0.238970837598	-0.0894648694809999	0.5897385933186072	1.0	serotonin receptor agonist, serotonin receptor antagonist htr1a, htr2a	other	BH across all 4,686 tested PRISM compounds
BRD-K81144366-003-19-7	moxisylyte	adrenergic receptor antagonist		15	15	-0.0912021321192	-0.00196315254757	-0.08923897957163	0.5897385933186072	1.0	adrenergic receptor antagonist 	other	BH across all 4,686 tested PRISM compounds
BRD-K10415035-001-04-4	tasuldine	mucolytic agent		16	15	-0.1038975505685499	-0.01468809553	-0.0892094550385499	0.6494132869819362	1.0	mucolytic agent 	other	BH across all 4,686 tested PRISM compounds
